story_id;sent_id;token_id;deprel;form;cluster;mention;comment
6;9;203.2;punct;!;;;
6;9;203.3;punct;'';;;
6;9;204;nsubj;Abby;;1;
6;9;205.1;root;exclaimed;;;
6;9;205.2;punct;.;;;
6;10;206;nsubj;She;;1;
6;10;207;root;tried;;;
6;10;208;mark;to;;;
6;10;209;xcomp;imagine;;;
6;10;210;dobj;what;;;
6;10;211;nsubj;it;;;
6;10;212;aux;must;;;
6;10;213;cop;be;;;
6;10;214;ccomp;like;;;
6;10;215;mark;to;;;
6;10;216;xcomp;have;;;
6;10;217;mark;to;;;
6;10;218;xcomp;hang;;;
6;10;219;compound:prt;on;;;
6;10;220;case;to;;;
6;10;221;nmod;things;;;
6;10;222;det;all;;;
6;10;223;nmod:tmod;day;;;
6;10;224;cc;and;;;
6;10;225;conj;decided;;;
6;10;226;det;the;;;
6;10;227;nsubj;answer;;;
6;10;228;ccomp;was;;;
6;10;229;mark;that;;;
6;10;230;nsubj;it;;;
6;10;231;cop;was;;;
6;10;232;advmod;probably;;;
6;10;233;advmod;very;;;
6;10;234.1;ccomp;tiring;;;
6;10;234.2;punct;.;;;
6;11;235;nsubj;Abby;;1;
6;11;236;root;told;;;
6;11;237;nmod:poss;her;;3;
6;11;238;dobj;mom;;3;
6;11;239;mark;that;;;
6;11;240;nsubj;she;;1;
6;11;241;ccomp;thought;;;
6;11;242;nsubj;Sticky;;0;
6;11;243;aux;had;;;
6;11;244;ccomp;grown;;;
6;11;245;det;a;;;
6;11;246;nmod:npmod;bit;;;
6;11;247;det;the;;;
6;11;248;amod;next;;;
6;11;249;nmod:npmod;day;;;
6;11;250;case;at;;;
6;11;251.1;nmod;breakfast;;;
6;11;251.2;punct;.;;;
6;12;252.1;punct;``;;;
6;12;252.2;advmod;Just;;;
6;12;253;advmod;as;;;
6;12;254;advmod;well;;;
6;12;255;mark;if;;;
6;12;256.1;nsubj;he;;0;
6;12;256.2;aux;'s;;;
6;12;257;ccomp;going;;;
6;12;258;mark;to;;;
6;12;259;auxpass;be;;;
6;12;260;xcomp;gobbled;;;
6;12;261;compound:prt;up;;;
6;12;262;case;like;;;
6;12;263.1;nmod;that;;;
6;12;263.2;punct;,;;;
6;12;263.3;punct;'';;;
6;12;264;nmod:poss;her;;3;
6;12;265;nsubj;mom;;3;
6;12;266;root;responded;;;
6;12;267;nsubj;who;;3;
6;12;268;cop;was;;;
6;12;269;dep;busy;;;
6;12;270;dep;preparing;;;
6;12;271.1;dobj;breakfast;;;
6;12;271.2;punct;.;;;
6;13;272;nsubj;Abby;;1;
6;13;273;root;whined;;;
6;13;274;mark;that;;;
6;13;275;nsubj;she;;1;
6;13;276.1;aux;did;;;
6;13;276.2;neg;n't;;;
6;13;277;ccomp;want;;;
6;13;278;dobj;him;;0;
6;13;279;mark;to;;;
6;13;280;xcomp;get;;;
6;13;281;advmod;too;;;
6;13;282;xcomp;big;;;
6;13;283;cc;or;;;
6;13;284;nsubj;he;;0;
6;13;285.1;aux;would;;;
6;13;285.2;neg;n't;;;
6;13;286;cop;be;;;
6;13;287;conj;cute;;;
6;13;288.1;advmod;anymore;;;
6;13;288.2;punct;.;;;
6;14;289.1;punct;``;;;
6;14;289.2;amod;Small;;;
6;14;290.1;nsubj;things;;;
6;14;290.2;punct;,;;;
6;14;291;neg;not;;;
6;14;292;amod;big;;;
6;14;293.1;appos;things;;;
6;14;293.2;punct;,;;;
6;14;294;cop;are;;;
6;14;295.1;dep;cute;;;
6;14;295.2;punct;,;;;
6;14;296.1;advmod;right;;;
6;14;296.2;punct;?;;;
6;14;296.3;punct;'';;;
6;14;297;nsubj;she;;1;
6;14;298.1;root;asked;;;
6;14;298.2;punct;,;;;
6;14;299;advmod;half;;;
6;14;300;case;to;;;
6;14;301.1;nmod;herself;;1;
6;14;301.2;punct;.;;;
6;15;302;det;The;;;
6;15;303;amod;next;;;
6;15;304;dep;day;;;
6;15;305;case;in;;;
6;15;306;compound;art;;;
6;15;307.1;nmod;class;;;
6;15;307.2;punct;,;;;
6;15;308;nsubj;Abby;;1;
6;15;309;root;needed;;;
6;15;310;nummod;two;;;
6;15;311;dobj;pieces;;;
6;15;312;case;of;;;
6;15;313;nmod;paper;;;
6;15;314;nsubj;that;;;
6;15;315;cop;were;;;
6;15;316;advmod;very;;;
6;15;317.1;acl:relcl;expensive;;;
6;15;317.2;punct;,;;;
6;15;318;mark;to;;;
6;15;319;advcl;draw;;;
6;15;320;det;an;;;
6;15;321.1;dobj;elephant;;;
6;15;321.2;punct;,;;;
6;15;322;cc;but;;;
6;15;323;det;the;;5;
6;15;324;nsubj;teacher;;5;
6;15;325.1;aux;did;;;
6;15;325.2;neg;n't;;;
6;15;326;conj;mind;;;
6;15;327;nsubj;Abby;;1;
6;15;328;dep;using;;;
6;15;329;det;the;;;
6;15;330;amod;expensive;;;
6;15;331;dobj;paper;;;
6;15;332;mark;because;;;
6;15;333;nsubjpass;she;;1;
6;15;334;auxpass;was;;;
6;15;335;advcl;pleased;;;
6;15;336;case;with;;;
6;15;337;det;the;6;;
6;15;338;nmod;drawing;6;;
6;15;339;cc;and;;;
6;15;340;conj;wanted;;;
6;15;341;dobj;it;;6;
6;15;342;case;on;;;
6;15;343;det;the;;;
6;15;344.1;nmod;wall;;;
6;15;344.2;punct;.;;;
6;16;345;det;The;;5;
6;16;346.1;nsubj;teacher;;5;
6;16;346.2;punct;,;;;
6;16;347;nsubj;who;;5;
6;16;348;cop;was;;;
6;16;349;advmod;always;;;
6;16;350;advmod;very;;;
6;16;351.1;acl:relcl;encouraging;;;
6;16;351.2;punct;,;;;
6;16;352;root;remarked;;;
6;16;353;mark;that;;;
6;16;354;det;the;;6;
6;16;355;nsubj;drawing;;6;
6;16;356;nsubj;Abby;;1;
6;16;357;aux;had;;;
6;16;358;acl:relcl;made;;;
6;16;359;cop;was;;;
6;16;360;advmod;very;;;
6;16;361;ccomp;creative;;;
6;16;362;cc;and;;;
6;16;363;conj;beamed;;;
6;16;364;case;at;;;
6;16;365.1;nmod;Abby;;1;
6;16;365.2;punct;,;;;
6;16;366;advcl;giving;;;
6;16;367;iobj;her;;1;
6;16;368;det;the;;;
6;16;369;dobj;seal;;;
6;16;370;case;of;;;
6;16;371.1;nmod;approval;;;
6;16;371.2;punct;.;;;
6;17;372;advmod;Back;;;
6;17;373;case;at;;;
6;17;374.1;nmod;home;;;
6;17;374.2;punct;,;;;
6;17;375.1;nsubj;Mom;;3;
6;17;375.2;punct;,;;;
6;17;376;acl;convinced;;;
6;17;377;case;by;;;
6;17;378;nmod;Abby;;1;
6;17;379;mark;to;;;
6;17;380;xcomp;clean;;;
6;17;381;compound:prt;out;;;
6;17;382;det;the;;2;
6;17;383.1;dobj;tank;;2;
6;17;383.2;punct;,;;;
6;17;384;aux;was;;;
6;17;385;root;cleaning;;;
6;17;386;case;with;;;
6;17;387;det;a;;;
6;17;388;amod;special;;;
6;17;389.1;nmod;vacuum;;;
6;17;389.2;punct;,;;;
6;17;390;cc;or;;;
6;17;391.1;punct;``;;;
6;17;391.2;conj;hoover;;;
6;17;391.3;punct;'';;;
6;17;391.4;punct;.;;;
6;18;392.1;punct;``;;;
6;18;392.2;advmod;Where;;;
6;18;392.3;dep;'s;;;
6;18;393;compound;Mr.;;0;
6;18;394.1;nsubj;Sticky;;0;
6;18;394.2;punct;?;;;
6;18;394.3;punct;'';;;
6;18;395;nsubj;Abby;;1;
6;18;396;root;asked;;;
6;18;397;amod;first;;;
6;18;398;advmod;thing;;;
6;18;399;advmod;when;;;
6;18;400;nsubj;she;;1;
6;18;401;ccomp;came;;;
6;18;402;nmod:npmod;home;;;
6;18;403;case;from;;;
6;18;404.1;nmod;school;;;
6;18;404.2;punct;.;;;
6;19;405.1;punct;``;;;
6;19;405.2;case;On;;;
6;19;406;det;the;;;
6;19;407.1;dep;side;;;
6;19;407.2;punct;,;;;
6;19;407.3;punct;'';;;
6;19;408;nsubj;Mom;;3;
6;19;409.1;root;replied;;;
6;19;409.2;punct;.;;;
6;20;410;cc;And;;;
6;20;411;advmod;then;;;
6;20;412;nsubj;she;;3;
6;20;413.1;root;added;;;
6;20;413.2;punct;,;;;
6;20;414.1;punct;``;;;
6;20;414.2;aux;Do;;;
6;20;414.3;neg;n't;;;
6;20;415.1;ccomp;worry;;;
6;20;415.2;punct;.;;;
6;21;416;nsubj;I;;3;
6;21;417;root;went;;;
6;21;418;advmod;extra;;;
6;21;419;advmod;slowly;;;
6;21;420;mark;since;;;
6;21;421.1;nsubj;it;;;
6;21;421.2;cop;'s;;;
6;21;422;advcl;better;;;
6;21;423;mark;to;;;
6;21;424;cop;be;;;
6;21;425;xcomp;safe;;;
6;21;426;case;than;;;
6;21;427.1;advcl;sorry;;;
6;21;427.2;punct;.;;;
6;21;427.3;punct;'';;;
6;22;428;nsubj;Abby;;1;
6;22;429;root;looked;;;
6;22;430;case;on;;;
6;22;431;det;all;;;
6;22;432;nmod;sides;;;
6;22;433;case;of;;;
6;22;434;det;the;;;
6;22;435.1;nmod;tank;;;
6;22;435.2;punct;,;;;
6;22;436;cc;but;;;
6;22;437;expl;there;;;
6;22;438;conj;was;;;
6;22;439;neg;no;;;
6;22;440;nsubj;sign;;;
6;22;441;case;of;;;
6;22;442;det;the;;0;
6;22;443;compound;water;;0;
6;22;444;nmod;snail;;0;
6;22;445;dobj;that;;;
6;22;446;nsubj;she;;1;
6;22;447;aux;had;;;
6;22;448;acl:relcl;discovered;;;
6;22;449;det;a;;;
6;22;450;advmod;couple;;;
6;22;451;case;of;;;
6;22;452;nmod;days;;;
6;22;453.1;case;ago;;;
6;22;453.2;punct;.;;;
6;23;454;nsubj;She;;1;
6;23;455;cop;was;;;
6;23;456;advmod;very;;;
6;23;457.1;root;sad;;;
6;23;457.2;punct;.;;;
6;24;458;nmod:poss;Her;;3;
6;24;459;nsubj;mom;;3;
6;24;460;root;said;;;
6;24;461;mark;to;;;
6;24;462;xcomp;wait;;;
6;24;463;det;a;;;
6;24;464;amod;few;;;
6;24;465;dobj;hours;;;
6;24;466;mark;until;;;
6;24;467;det;the;;;
6;24;468;nsubj;water;;;
6;24;469;advcl;clears;;;
6;24;470;mark;to;;;
6;24;471;advcl;take;;;
6;24;472;det;another;;;
6;24;473;amod;careful;;;
6;24;474.1;dobj;look;;;
6;24;474.2;punct;.;;;
6;25;475;det;That;;;
6;25;476.1;dep;evening;;;
6;25;476.2;punct;,;;;
6;25;477;nsubj;Abby;;1;
6;25;478;root;went;;;
6;25;479;compound:prt;up;;;
6;25;480;case;to;;;
6;25;481;nmod:poss;her;7;1;
6;25;482;nmod;bedroom;7;;
6;25;483;mark;to;;;
6;25;484;xcomp;check;;;
6;25;485;det;the;;2;
6;25;486;dobj;tank;;2;
6;25;487.1;advmod;again;;;
6;25;487.2;punct;.;;;
6;26;488;det;The;;;
6;26;489;nsubj;water;;;
6;26;490;aux;had;;;
6;26;491;root;settled;;;
6;26;492;cc;and;;;
6;26;493;conj;looked;;;
6;26;494.1;xcomp;clear;;;
6;26;494.2;punct;,;;;
6;26;495;cc;but;;;
6;26;496;nsubj;Abby;;1;
6;26;497;aux;could;;;
6;26;498;neg;not;;;
6;26;499;conj;see;;;
6;26;500;compound;Mr.;;0;
6;26;501.1;dobj;Sticky;;0;
6;26;501.2;punct;.;;;
6;27;502;nsubj;Abby;;1;
6;27;503;root;kneeled;;;
6;27;504;compound:prt;down;;;
6;27;505;mark;to;;;
6;27;506;xcomp;have;;;
6;27;507;det;another;;;
6;27;508;dobj;look;;;
6;27;509;case;in;;;
6;27;510;det;the;;2;
6;27;511;nmod;tank;;2;
6;27;512;dobj;that;;;
6;27;513;nmod:poss;her;;3;
6;27;514;nsubj;mom;;3;
6;27;515;aux;had;;;
6;27;516;acl:relcl;cleared;;;
6;27;517;advmod;so;;;
6;27;518.1;advmod;thoroughly;;;
6;27;518.2;punct;,;;;
6;27;519;cc;but;;;
6;27;520;compound;Mr.;;0;
6;27;521;nsubj;Sticky;;0;
6;27;522;cop;was;;;
6;27;523;advmod;still;;;
6;27;524;conj;nowhere;;;
6;27;525;mark;to;;;
6;27;526;auxpass;be;;;
6;27;527.1;advcl;found;;;
6;27;527.2;punct;.;;;
6;28;528;nsubj;Abby;;1;
6;28;529;cop;was;;;
6;28;530;det;a;;;
6;28;531;root;bundle;;;
6;28;532;case;of;;;
6;28;533;nmod;nerves;;;
6;28;534;mark;as;;;
6;28;535;nsubj;she;;1;
6;28;536;advcl;descended;;;
6;28;537;det;the;;;
6;28;538.1;dobj;stairs;;;
6;28;538.2;punct;.;;;
6;29;539;case;In;;;
6;29;540;det;the;8;;
6;29;541.1;nmod;study;8;;
6;29;541.2;punct;,;;;
6;29;542;advcl;surrounded;;;
6;29;543;case;by;;;
6;29;544;nmod;books;;;
6;29;545;cc;and;;;
6;29;546.1;conj;papers;;;
6;29;546.2;punct;,;;;
6;29;547;nmod:poss;her;;3;
6;29;548;nsubj;mom;;3;
6;29;549;aux;was;;;
6;29;550;root;working;;;
6;29;551;cc;and;;;
6;29;552;nsubj;she;;3;
6;29;553;conj;looked;;;
6;29;554;xcomp;impatient;;;
6;29;555;advmod;when;;;
6;29;556;nsubj;she;;3;
6;29;557;ccomp;saw;;;
6;29;558;dobj;Abby;;1;
6;29;559;case;in;;;
6;29;560;det;the;;;
6;29;561;nmod;doorway;;;
6;29;562;cc;and;;;
6;29;563;advmod;even;;;
6;29;564;advmod;more;;;
6;29;565;conj;worried;;;
6;29;566;advmod;when;;;
6;29;567;nsubj;she;;3;
6;29;568;ccomp;heard;;;
6;29;569;det;the;;;
6;29;570;amod;bad;;;
6;29;571.1;dobj;news;;;
6;29;571.2;punct;.;;;
6;30;572.1;punct;``;;;
6;30;572.2;nsubj;He;;0;
6;30;572.3;aux;'ll;;;
6;30;573;ccomp;turn;;;
6;30;574.1;compound:prt;up;;;
6;30;574.2;punct;,;;;
6;30;574.3;punct;'';;;
6;30;575;nsubj;Mom;;3;
6;30;576.1;root;said;;;
6;30;576.2;punct;,;;;
6;30;577;cc;and;;;
6;30;578;nsubj;that;;;
6;30;579;cop;was;;;
6;30;580.1;conj;that;;;
6;30;580.2;punct;.;;;
6;31;581.1;advmod;Then;;;
6;31;581.2;punct;,;;;
6;31;582;mark;to;;;
6;31;583;advcl;add;;;
6;31;584;dobj;fuel;;;
6;31;585;case;to;;;
6;31;586;det;the;;;
6;31;587.1;nmod;flames;;;
6;31;587.2;punct;,;;;
6;31;588;nsubj;she;;3;
6;31;589;root;raised;;;
6;31;590;nmod:poss;her;;3;
6;31;591;dobj;tone;;;
6;31;592;case;of;;;
6;31;593;nmod;voice;;;
6;31;594;cc;and;;;
6;31;595;conj;said;;;
6;31;596.1;advmod;dismissively;;;
6;31;596.2;punct;,;;;
6;31;597.1;punct;``;;;
6;31;597.2;case;For;;;
6;31;598;det;the;;;
6;31;599;nmod;time;;;
6;31;600.1;amod;being;;;
6;31;600.2;punct;,;;;
6;31;601;ccomp;go;;;
6;31;602;case;to;;;
6;31;603.1;nmod;bed;;;
6;31;603.2;punct;,;;;
6;31;604.1;dep;Abby;;1;
6;31;604.2;punct;.;;;
6;31;605.1;nsubj;I;;;
6;31;605.2;aux;'ve;;;
6;31;606;ccomp;got;;;
6;31;607;dobj;masses;;;
6;31;608;case;of;;;
6;31;609;nmod;work;;;
6;31;610;mark;to;;;
6;31;611;advcl;catch;;;
6;31;612;compound:prt;up;;;
6;31;613.1;nmod;on;;;
6;31;613.2;punct;.;;;
6;31;613.3;punct;'';;;
6;32;614;nsubj;Abby;;1;
6;32;615;root;had;;;
6;32;616;det;a;;;
6;32;617;amod;quick;;;
6;32;618;dobj;temper;;;
6;32;619;cc;and;;;
6;32;620;nsubj;she;;1;
6;32;621;cop;was;;;
6;32;622;conj;angry;;;
6;32;623;case;as;;;
6;32;624.1;nmod;hell;;;
6;32;624.2;punct;.;;;
6;33;625.1;punct;``;;;
6;33;625.2;nsubj;You;;3;
6;33;625.3;aux;'ve;;;
6;33;626;dep;hoovered;;;
6;33;627;dobj;him;;0;
6;33;628.1;advmod;up;;;
6;33;628.2;punct;,;;;
6;33;629.1;parataxis;have;;;
6;33;629.2;neg;n't;;;
6;33;630.1;dep;you;;3;
6;33;630.2;punct;?;;;
6;33;630.3;punct;'';;;
6;33;631;nsubj;she;;1;
6;33;632;root;said;;;
6;33;633.1;advmod;accusingly;;;
6;33;633.2;punct;.;;;
6;34;634.1;nmod:poss;Abby;;3;
6;34;634.2;case;'s;;;
6;34;635;nsubj;mom;;3;
6;34;636;root;denied;;;
6;34;637.1;nmod:poss;Abby;;1;
6;34;637.2;case;'s;;;
6;34;638;nsubj;version;;;
6;34;639;case;of;;;
6;34;640;det;the;;;
6;34;641;nmod;story;;;
6;34;642;cop;was;;;
6;34;643;ccomp;TRUE;;;
6;34;644;cc;and;;;
6;34;645;conj;said;;;
6;34;646;mark;that;;;
6;34;647;nsubj;she;;3;
6;34;648;cop;was;;;
6;34;649.1;ccomp;careful;;;
6;34;649.2;punct;,;;;
6;34;650;cc;but;;;
6;34;651;mark;because;;;
6;34;652;compound;Mr.;;0;
6;34;653;nsubj;Sticky;;0;
6;34;654;cop;was;;;
6;34;655;advmod;so;;;
6;34;656;advcl;small;;;
6;34;657;nsubj;he;;0;
6;34;658;cop;was;;;
6;34;659;conj;hard;;;
6;34;660;mark;to;;;
6;34;661.1;xcomp;see;;;
6;34;661.2;punct;.;;;
6;35;662.1;punct;``;;;
6;35;662.2;nsubj;What;;;
6;35;662.3;cop;'s;;;
6;35;663;root;wrong;;;
6;35;664;mark;with;;;
6;35;665;cop;being;;;
6;35;666.1;advcl;small;;;
6;35;666.2;punct;?;;;
6;35;666.3;punct;'';;;
6;36;667.1;punct;``;;;
6;36;667.2;dep;Nothing;;;
6;36;668;case;at;;;
6;36;669.1;nmod;all;;;
6;36;669.2;punct;,;;;
6;36;670;cc;but;;;
6;36;671;nsubj;it;;;
6;36;672;root;makes;;;
6;36;673;nsubj;things;;;
6;36;674;xcomp;hard;;;
6;36;675;mark;to;;;
6;36;676.1;xcomp;find;;;
6;36;676.2;punct;.;;;
6;36;676.3;punct;'';;;
6;37;677.1;punct;``;;;
6;37;677.2;cc;Or;;;
6;37;678.1;dep;notice;;;
6;37;678.2;punct;,;;;
6;37;678.3;punct;'';;;
6;37;679;nsubj;Abby;;1;
6;37;680.1;root;said;;;
6;37;680.2;punct;,;;;
6;37;681;advmod;suddenly;;;
6;37;682;ccomp;feeling;;;
6;37;683;case;like;;;
6;37;684;det;the;;0;
6;37;685.1;nmod;small;;0;
6;37;685.2;punct;,;;;
6;37;686;acl;overlooked;;0;
6;37;687;compound;Mr.;;0;
6;37;688;dep;Sticky;;0;
6;37;689;nmod:npmod;herself;;1;
6;37;690;cc;and;;;
6;37;691;conj;storming;;;
6;37;692;case;from;;;
6;37;693;det;the;;8;
6;37;694.1;nmod;room;;8;
6;37;694.2;punct;.;;;
6;38;695;det;The;;;
6;38;696;nsubj;door;;;
6;38;697;case;to;;;
6;38;698;det;the;;7;
6;38;699;nmod;bedroom;;7;
6;38;700;root;opened;;;
6;38;701;det;a;;;
6;38;702;amod;few;;;
6;38;703;dobj;minutes;;;
6;38;704;advmod;later;;;
6;38;705;cc;and;;;
6;38;706.1;nmod:poss;Mom;;3;
6;38;706.2;case;'s;;;
6;38;707;nsubj;face;;;
6;38;708.1;conj;appeared;;;
6;38;708.2;punct;.;;;
6;39;709;nsubj;She;;3;
6;39;710;root;was;;;
6;39;711;advmod;there;;;
6;39;712;mark;to;;;
6;39;713;xcomp;try;;;
6;39;714;mark;to;;;
6;39;715;xcomp;make;;;
6;39;716;compound:prt;up;;;
6;39;717;mark;for;;;
6;39;718;aux;having;;;
6;39;719;cop;been;;;
6;39;720;advcl;insensitive;;;
6;39;721.1;advmod;earlier;;;
6;39;721.2;punct;.;;;
6;40;722;nsubj;She;;3;
6;40;723;aux;had;;;
6;40;724;root;put;;;
6;40;725;nmod:poss;her;;3;
6;40;726;dobj;work;;;
6;40;727;case;on;;;
6;40;728;det;the;;;
6;40;729;amod;back;;;
6;40;730;nmod;burner;;;
6;40;731;cc;and;;;
6;40;732;conj;occupied;;;
6;40;733;dobj;herself;;3;
6;40;734;case;with;;;
